role,repository,instance_id,base_commit,public_issue_created_at
EVALUATION,django/django,django__django-11133,879cc3da6249e920b8d54518a0ae06de835d7373,2019-03-27T06:48:09Z
EVALUATION,django/django,django__django-11138,c84b91b7603e488f7171fdff8f08368ef3d6b856,2019-03-28T13:11:56Z
EVALUATION,django/django,django__django-11141,5d9cf79baf07fc4aed7ad1b06990532a65378155,2019-03-28T20:49:53Z
EVALUATION,django/django,django__django-11149,e245046bb6e8b32360aa48b8a41fb7050f0fc730,2019-03-30T18:14:35Z
EVALUATION,django/django,django__django-11163,e6588aa4e793b7f56f4cadbfa155b581e0efc59a,2019-04-02T21:46:42Z
EVALUATION,django/django,django__django-11179,19fc6376ce67d01ca37a91ef2f55ef769f50513a,2019-04-05T15:54:39Z
EVALUATION,django/django,django__django-11206,571ab44e8a8936014c22e7eebe4948d9611fd7ce,2019-04-13T10:19:38Z
EVALUATION,django/django,django__django-11211,ba726067604ce5a8ca3919edf653496722b433ab,2019-04-13T12:01:14Z
EVALUATION,django/django,django__django-11239,d87bd29c4f8dfcdf3f4a4eb8340e6770a2416fe3,2019-04-16T09:44:54Z
EVALUATION,django/django,django__django-11265,21aa2a5e785eef1f47beb1c3760fdd7d8915ae09,2019-04-21T12:57:28Z
EVALUATION,django/django,django__django-11276,28d5262fa3315690395f04e3619ed554dbaf725b,2019-04-24T12:35:05Z
EVALUATION,django/django,django__django-11292,eb16c7260e573ec513d84cb586d96bdf508f3173,2019-04-27T14:23:07Z
EVALUATION,django/django,django__django-11299,6866c91b638de5368c18713fa851bfe56253ea55,2019-04-28T11:15:08Z
EVALUATION,django/django,django__django-11333,55b68de643b5c2d5f0a8ea7587ab3b2966021ccc,2019-05-06T21:00:53Z
EVALUATION,django/django,django__django-11400,1f8382d34d54061eddc41df6994e20ee38c60907,2019-05-22T11:30:39Z
EVALUATION,django/django,django__django-11433,21b1d239125f1228e579b1ce8d94d4d5feadd2a6,2019-05-31T17:06:20Z
EVALUATION,django/django,django__django-11451,e065b293878b1e3ea56655aa9d33e87576cd77ff,2019-06-08T19:11:42Z
EVALUATION,django/django,django__django-11477,e28671187903e6aca2428374fdd504fca3032aee,2019-06-14T17:40:45Z
EVALUATION,django/django,django__django-11490,a7038adbd02c916315b16939b835f021c2ee8880,2019-06-19T07:47:46Z
EVALUATION,django/django,django__django-11532,a5308514fb4bc5086c9a16a8a24a945eeebb073c,2019-07-02T10:29:28Z
EVALUATION,django/django,django__django-11551,7991111af12056ec9a856f35935d273526338c1f,2019-07-09T22:28:45Z
EVALUATION,django/django,django__django-11555,8dd5877f58f84f2b11126afbd0813e24545919ed,2019-07-10T18:07:07Z
EVALUATION,django/django,django__django-11603,f618e033acd37d59b536d6e6126e6c5be18037f6,2019-07-28T18:14:23Z
EVALUATION,django/django,django__django-11728,05457817647368be4b019314fcc655445a5b4c0c,2019-08-29T17:31:03Z
EVALUATION,django/django,django__django-11734,999891bd80b3d02dd916731a7a239e1036174885,2019-09-01T18:46:50Z
EVALUATION,django/django,django__django-11740,003bb34b218adb23d1a7e67932a6ba9b3c4dcc81,2019-09-03T10:44:38Z
EVALUATION,django/django,django__django-11749,350123f38c2b6217c38d70bfbd924a9ba3df1289,2019-09-05T21:47:44Z
EVALUATION,django/django,django__django-11790,b1d6b35e146aea83b171c1b921178bbaae2795ed,2019-09-17T14:33:44Z
EVALUATION,django/django,django__django-11815,e02f67ef2d03d48128e7a118bf75f0418e24e8ac,2019-09-24T21:45:36Z
EVALUATION,django/django,django__django-11820,c2678e49759e5c4c329bff0eeca2886267005d21,2019-09-26T08:37:14Z
EVALUATION,django/django,django__django-11848,f0adf3b9b7a19cdee05368ff0c0c2d087f011180,2019-09-28T04:28:22Z
EVALUATION,django/django,django__django-11880,06909fe084f87a65459a83bd69d7cdbe4fce9a7c,2019-10-07T19:10:59Z
EVALUATION,django/django,django__django-11885,04ac9b45a34440fa447feb6ae934687aacbfc5f4,2019-10-08T15:22:07Z
EVALUATION,django/django,django__django-11951,312049091288dbba2299de8d07ea3e3311ed7238,2019-10-21T09:35:46Z
EVALUATION,django/django,django__django-11964,fc2b1cc926e34041953738e58fa6ad3053059b22,2019-10-23T14:16:45Z
EVALUATION,django/django,django__django-11999,84633905273fc916e3d17883810d9969c03f73c2,2019-10-31T10:39:18Z
EVALUATION,django/django,django__django-12039,58c1acb1d6054dfec29d0f30b1033bae6ef62aec,2019-11-06T21:14:34Z
EVALUATION,django/django,django__django-12050,b93a0e34d9b9b99d41103782b7e7aeabf47517e3,2019-11-10T08:53:45Z
EVALUATION,django/django,django__django-12125,89d41cba392b759732ba9f1db4ff29ed47da6a56,2019-11-22T12:55:45Z
EVALUATION,django/django,django__django-12143,5573a54d409bb98b5c5acdb308310bed02d392c2,2019-11-25T14:38:30Z
EVALUATION,django/django,django__django-12155,e8fcdaad5c428878d0a5d6ba820d957013f75595,2019-11-28T16:24:23Z
EVALUATION,django/django,django__django-12193,3fb7c12158a2402f0f80824f6778112071235803,2019-12-08T01:38:25Z
EVALUATION,django/django,django__django-12209,5a68f024987e6d16c2626a31bf653a2edddea579,2019-12-12T04:11:05Z
EVALUATION,django/django,django__django-12262,69331bb851c34f05bc77e9fc24020fe6908b9cd5,2019-12-30T13:13:59Z
EVALUATION,django/django,django__django-12273,927c903f3cd25c817c21738328b53991c035b415,2020-01-03T18:47:56Z
EVALUATION,django/django,django__django-12276,53d8646f799de7f92ab9defe9dc56c6125448102,2020-01-05T08:04:40Z
EVALUATION,django/django,django__django-12304,4c1b401e8250f9f520b3c7dc369554477ce8b15a,2020-01-09T15:43:51Z
EVALUATION,django/django,django__django-12308,2e0f04507b17362239ba49830d26fec504d46978,2020-01-12T04:21:15Z
EVALUATION,django/django,django__django-12325,29c126bb349526b5f1cd78facbe9f25906f18563,2020-01-15T14:02:25Z
EVALUATION,django/django,django__django-12406,335c9c94acf263901fb023404408880245b0c4b4,2020-02-02T16:34:05Z
EVALUATION,django/django,django__django-12419,7fa1a93c6c8109010a6ff3f604fda83b604e0e97,2020-02-05T10:02:56Z
EVALUATION,django/django,django__django-12663,fa5e7e46d875d4143510944f19d79df7b1739bab,2020-04-04T18:58:49Z
EVALUATION,django/django,django__django-12708,447980e72ac01da1594dd3373a03ba40b7ee6f80,2020-04-12T22:20:59Z
EVALUATION,django/django,django__django-12713,5b884d45ac5b76234eca614d90c83b347294c332,2020-04-13T23:57:12Z
EVALUATION,django/django,django__django-12741,537d422942b53bc0a2b6a51968f379c0de07793c,2020-04-17T22:35:55Z
EVALUATION,django/django,django__django-12754,18759b2209ff556aed7f20d83cbf23e3d234e41c,2020-04-19T10:59:30Z
EVALUATION,django/django,django__django-12774,67f9d076cfc1858b94f9ed6d1a5ce2327dcc8d0d,2020-04-22T11:02:30Z
EVALUATION,django/django,django__django-12858,f2051eb8a7febdaaa43bd33bf5a6108c5f428e59,2020-05-05T04:49:02Z
EVALUATION,django/django,django__django-12965,437196da9a386bd4cc62b0ce3f2de4aba468613d,2020-05-24T13:20:03Z
EVALUATION,django/django,django__django-13012,22a59c01c00cf9fbefaee0e8e67fab82bbaf1fd2,2020-06-02T21:19:37Z
EVALUATION,django/django,django__django-13023,f83b44075dafa429d59e8755aa47e15577cc49f9,2020-06-04T20:40:44Z
EVALUATION,django/django,django__django-13028,78ad4b4b0201003792bfdbf1a7781cbc9ee03539,2020-06-05T19:49:04Z
EVALUATION,django/django,django__django-13033,a59de6e89e8dc1f3e71c9a5a5bbceb373ea5247e,2020-06-07T14:52:19Z
EVALUATION,django/django,django__django-13089,27c09043da52ca1f02605bf28600bfd5ace95ae4,2020-06-20T07:36:10Z
EVALUATION,django/django,django__django-13109,fbe82f82555bc25dccb476c749ca062f0b522be3,2020-06-25T08:36:45Z
EVALUATION,django/django,django__django-13112,09914ccf688974e068941f55412b930729bafa06,2020-06-26T04:51:38Z
EVALUATION,django/django,django__django-13121,ec5aa2161d8015a3fe57dcbbfe14200cd18f0a16,2020-06-29T09:04:15Z
EVALUATION,django/django,django__django-13128,2d67222472f80f251607ae1b720527afceba06ad,2020-06-30T18:06:56Z
EVALUATION,django/django,django__django-13158,7af8f4127397279d19ef7c7899e93018274e2f9b,2020-07-06T19:18:11Z
EVALUATION,django/django,django__django-13195,156a2138db20abc89933121e4ff2ee2ce56a173a,2020-07-15T11:00:07Z
EVALUATION,django/django,django__django-13212,f4e93919e4608cfc50849a1f764fd856e0917401,2020-07-21T02:53:58Z
EVALUATION,django/django,django__django-13279,6e9c5ee88fc948e05b4a7d9f82a8861ed2b0343d,2020-08-07T05:15:16Z
EVALUATION,django/django,django__django-13297,8954f255bbf5f4ee997fd6de62cb50fc9b5dd697,2020-08-12T11:20:33Z
EVALUATION,django/django,django__django-13315,36bc47069ce071e80c8129500de3b8664d2058a7,2020-08-17T04:24:39Z
EVALUATION,django/django,django__django-13343,ece18207cbb64dd89014e279ac636a6c9829828e,2020-08-24T19:29:12Z
EVALUATION,django/django,django__django-13344,e39e727ded673e74016b5d3658d23cbe20234d11,2020-08-24T20:50:35Z
EVALUATION,django/django,django__django-13346,9c92924cd5d164701e2514e1c2d6574126bd7cc2,2020-08-25T06:25:31Z
EVALUATION,django/django,django__django-13363,76e0151ea0e0f56dca66cee846a78b89346d2c4c,2020-08-29T18:59:41Z
EVALUATION,django/django,django__django-13401,453967477e3ddae704cd739eac2449c0e13d464c,2020-09-09T11:19:00Z
EVALUATION,django/django,django__django-13406,84609b3205905097d7d3038d32e6101f012c0619,2020-09-10T12:38:11Z
EVALUATION,django/django,django__django-13410,580a4341cb0b4cbfc215a70afc004875a7e815f4,2020-09-11T09:58:41Z
EVALUATION,django/django,django__django-13417,71ae1ab0123582cc5bfe0f7d5f4cc19a9412f396,2020-09-14T07:49:15Z
EVALUATION,django/django,django__django-13449,2a55431a5678af52f669ffe7dff3dd0bd21727f8,2020-09-22T13:04:03Z
EVALUATION,django/django,django__django-13512,b79088306513d5ed76d31ac40ab3c15f858946ea,2020-10-08T13:52:57Z
EVALUATION,django/django,django__django-13513,6599608c4d0befdcb820ddccce55f183f247ae4f,2020-10-08T14:07:33Z
EVALUATION,django/django,django__django-13516,b7da588e883e12b8ac3bb8a486e654e30fc1c6c8,2020-10-08T19:00:01Z
EVALUATION,django/django,django__django-13551,7f9e4524d6b23424cf44fbe1bf1f4e70f6bb066e,2020-10-17T17:22:01Z
EVALUATION,django/django,django__django-13568,ede9fac75807fe5810df66280a60e7068cc97e4a,2020-10-19T15:20:08Z
EVALUATION,django/django,django__django-13569,257f8495d6c93e30ab0f52af4c488d7344bcf112,2020-10-19T21:20:55Z
EVALUATION,django/django,django__django-13590,755dbf39fcdc491fe9b588358303e259c7750be4,2020-10-23T09:34:55Z
EVALUATION,django/django,django__django-13658,0773837e15bb632afffb6848a58c59a791008fa1,2020-11-09T20:50:28Z
EVALUATION,django/django,django__django-13670,c448e614c60cc97c6194c62052363f4f501e0953,2020-11-12T11:45:51Z
EVALUATION,django/django,django__django-13741,d746f28949c009251a8741ba03d156964050717f,2020-12-02T10:52:52Z
EVALUATION,django/django,django__django-13786,bb64b99b78a579cb2f6178011a4cf9366e634438,2020-12-17T21:10:10Z
EVALUATION,django/django,django__django-13794,fe886eee36be8022f34cfe59aa61ff1c21fe01d9,2020-12-19T20:09:34Z
EVALUATION,django/django,django__django-13807,89fc144dedc737a79929231438f035b1d4a993c9,2020-12-23T21:09:32Z
EVALUATION,django/django,django__django-13809,bef6f7584280f1cc80e5e2d80b7ad073a93d26ec,2020-12-24T15:31:35Z
EVALUATION,django/django,django__django-13810,429d089d0a8fbd400e0c010708df4f0d16218970,2020-12-26T12:31:18Z
EVALUATION,django/django,django__django-13820,98ad327864aed8df245fd19ea9d2743279e11643,2020-12-28T22:07:57Z
EVALUATION,django/django,django__django-13821,e64c1d8055a3e476122633da141f16b50f0c4a2d,2020-12-29T15:16:10Z
EVALUATION,django/django,django__django-13837,415f50298f97fb17f841a9df38d995ccf347dfcc,2021-01-04T17:44:23Z
EVALUATION,django/django,django__django-13925,0c42cdf0d2422f4c080e93594d5d15381d6e955e,2021-01-21T08:08:55Z
EVALUATION,django/django,django__django-13933,42e8cf47c7ee2db238bf91197ea398126c546741,2021-01-26T03:58:23Z
EVALUATION,django/django,django__django-13964,f39634ff229887bf7790c069d0c411b38494ca38,2021-02-02T17:07:43Z
EVALUATION,django/django,django__django-14007,619f26d2895d121854b1bed1b535d42b722e2eba,2021-02-13T09:00:02Z
EVALUATION,django/django,django__django-14011,e4430f22c8e3d29ce5d9d0263fba57121938d06d,2021-02-15T06:15:21Z
EVALUATION,django/django,django__django-14017,466920f6d726eee90d5566e0a9948e92b33a122e,2021-02-18T13:05:27Z
EVALUATION,django/django,django__django-14034,db1fc5cd3c5d36cdb5d0fe4404efd6623dd3e8fb,2021-02-22T19:32:50Z
EVALUATION,django/django,django__django-14053,179ee13eb37348cd87169a198aec18fedccc8668,2021-02-25T23:57:27Z
EVALUATION,django/django,django__django-14089,d01709aae21de9cd2565b9c52f32732ea28a2d98,2021-03-06T20:51:08Z
EVALUATION,django/django,django__django-14122,bc04941bf811d1ea2c79fb7fc20457ed2c7e3410,2021-03-13T19:57:16Z
EVALUATION,django/django,django__django-14140,45814af6197cfd8f4dc72ee43b90ecde305a1d5a,2021-03-17T11:37:55Z
EVALUATION,django/django,django__django-14155,2f13c476abe4ba787b6cb71131818341911f43cc,2021-03-19T15:44:25Z
EVALUATION,django/django,django__django-14170,6efc35b4fe3009666e56a60af0675d7d532bf4ff,2021-03-23T08:53:41Z
EVALUATION,django/django,django__django-14238,30e123ed351317b7527f632b3b7dc4e81e850449,2021-04-08T10:41:31Z
EVALUATION,django/django,django__django-14311,5a8e8f80bb82a867eab7e4d9d099f21d0a976d22,2021-04-25T02:54:34Z
EVALUATION,django/django,django__django-14315,187118203197801c6cb72dc8b06b714b23b6dd3d,2021-04-26T12:39:01Z
EVALUATION,django/django,django__django-14349,a708f39ce67af174df90c5b5e50ad1976cec7cb8,2021-05-04T20:10:27Z
EVALUATION,django/django,django__django-14351,06fd4df41afb5aa1d681b853c3c08d8c688ca3a5,2021-05-05T03:50:44Z
EVALUATION,django/django,django__django-14373,b1a4b1f0bdf05adbd3dc4dde14228e68da54c1a3,2021-05-10T14:40:32Z
EVALUATION,django/django,django__django-14376,d06c5b358149c02a62da8a5469264d05f29ac659,2021-05-10T20:42:18Z
EVALUATION,django/django,django__django-14404,de32fe83a2e4a20887972c69a0693b94eb25a88b,2021-05-17T11:24:06Z
EVALUATION,django/django,django__django-14434,5e04e84d67da8163f365e9f5fcd169e2630e2873,2021-05-23T12:27:14Z
EVALUATION,django/django,django__django-14493,7272e1963ffdf39c1d4fe225d5425a45dd095d11,2021-06-05T12:50:25Z
EVALUATION,django/django,django__django-14500,8c3bd0b708b488a1f6e8bd8cc6b96569904605be,2021-06-08T05:08:08Z
EVALUATION,django/django,django__django-14534,910ecd1b8df7678f45c3d507dde6bcb1faafa243,2021-06-17T15:37:34Z
EVALUATION,django/django,django__django-14539,6a5ef557f80a8eb6a758ebe99c8bb477ca47459e,2021-06-19T11:31:16Z
EVALUATION,django/django,django__django-14559,d79be3ed39b76d3e34431873eec16f6dd354ab17,2021-06-26T05:38:46Z
EVALUATION,django/django,django__django-14580,36fa071d6ebd18a61c4d7f1b5c9d17106134bd44,2021-07-01T07:38:03Z
EVALUATION,django/django,django__django-14608,7f33c1e22dbc34a7afae7967783725b10f1f13b1,2021-07-07T19:51:30Z
EVALUATION,django/django,django__django-14631,84400d2e9db7c51fee4e9bb04c028f665b8e7624,2021-07-13T09:16:48Z
EVALUATION,django/django,django__django-14672,00ea883ef56fb5e092cbe4a6f7ff2e7470886ac4,2021-07-20T10:47:34Z
EVALUATION,django/django,django__django-14725,0af9a5fc7d765aa05ea784e2c3237675f3bb4b49,2021-08-01T21:24:36Z
EVALUATION,django/django,django__django-14752,b64db05b9cedd96905d637a2d824cbbf428e40e7,2021-08-07T16:34:32Z
EVALUATION,django/django,django__django-14765,4e8121e8e42a24acc3565851c9ef50ca8322b15c,2021-08-12T05:59:11Z
EVALUATION,django/django,django__django-14771,4884a87e022056eda10534c13d74e49b8cdda632,2021-08-15T07:26:17Z
EVALUATION,django/django,django__django-14787,004b4620f6f4ad87261e149898940f2dcd5757ef,2021-08-23T12:59:59Z
EVALUATION,django/django,django__django-14792,d89f976bddb49fb168334960acc8979c3de991fa,2021-08-24T09:25:15Z
EVALUATION,django/django,django__django-14855,475cffd1d64c690cdad16ede4d5e81985738ceb4,2021-09-14T01:27:01Z
EVALUATION,django/django,django__django-14915,903aaa35e5ceaa33bfc9b19b7f6da65ce5a91dd4,2021-09-29T22:00:15Z
EVALUATION,django/django,django__django-14999,a754b82dac511475b6276039471ccd17cc64aeb8,2021-10-16T09:31:21Z
EVALUATION,django/django,django__django-15022,e1d673c373a7d032060872b690a92fc95496612e,2021-10-24T17:48:28Z
EVALUATION,django/django,django__django-15037,dab48b7482295956973879d15bfd4d3bb0718772,2021-10-30T15:21:38Z
EVALUATION,django/django,django__django-15098,2c7846d992ca512d36a73f518205015c88ed088c,2021-11-17T21:30:07Z
EVALUATION,django/django,django__django-15103,dd528cb2cefc0db8b91a7ff0a2bc87305b976597,2021-11-19T15:57:54Z
EVALUATION,django/django,django__django-15104,a7e7043c8746933dafce652507d3b821801cdc7d,2021-11-19T20:46:58Z
EVALUATION,django/django,django__django-15127,9a6e2df3a8f01ea761529bec48e5a8dc0ea9575b,2021-11-25T13:14:38Z
EVALUATION,django/django,django__django-15128,cb383753c0e0eb52306e1024d32a782549c27e61,2021-11-25T15:50:24Z
EVALUATION,django/django,django__django-15161,96e7ff5e9ff6362d9a886545869ce4496ca4b0fb,2021-12-06T09:06:13Z
EVALUATION,django/django,django__django-15252,361bb8f786f112ee275be136795c0b1ecefff928,2021-12-28T15:51:06Z
EVALUATION,django/django,django__django-15268,0ab58c120939093fea90822f376e1866fc714d1f,2022-01-01T09:57:13Z
EVALUATION,django/django,django__django-15277,30613d6a748fce18919ff8b0da166d9fda2ed9bc,2022-01-03T12:14:06Z
EVALUATION,django/django,django__django-15278,0ab58c120939093fea90822f376e1866fc714d1f,2022-01-03T20:01:32Z
EVALUATION,django/django,django__django-15280,973fa566521037ac140dcece73fceae50ee522f1,2022-01-04T11:16:35Z
EVALUATION,django/django,django__django-15315,652c68ffeebd510a6f59e1b56b3e007d07683ad8,2022-01-13T18:51:58Z
EVALUATION,django/django,django__django-15368,e972620ada4f9ed7bc57f28e133e85c85b0a7b20,2022-01-27T13:44:35Z
EVALUATION,django/django,django__django-15375,beb7ddbcee03270e833b2f74927ccfc8027aa693,2022-01-28T14:48:03Z
EVALUATION,django/django,django__django-15380,71e7c8e73712419626f1c2b6ec036e8559a2d667,2022-01-31T19:44:44Z
EVALUATION,django/django,django__django-15382,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3,2022-02-01T18:29:41Z
EVALUATION,django/django,django__django-15467,e0442a628eb480eac6a7888aed5a86f83499e299,2022-02-27T03:00:31Z
EVALUATION,django/django,django__django-15499,d90e34c61b27fba2527834806639eebbcfab9631,2022-03-10T22:32:35Z
EVALUATION,django/django,django__django-15503,859a87d873ce7152af73ab851653b4e1c3ffea4c,2022-03-12T06:22:37Z
EVALUATION,django/django,django__django-15525,fbacaa58ffc5a62456ee68b90efa13957f761ce4,2022-03-18T10:39:26Z
EVALUATION,django/django,django__django-15554,59ab3fd0e9e606d7f0f7ca26609c06ee679ece97,2022-03-29T10:12:46Z
EVALUATION,django/django,django__django-15561,6991880109e35c879b71b7d9d9c154baeec12b89,2022-04-01T18:29:04Z
EVALUATION,django/django,django__django-15563,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4,2022-04-06T02:48:01Z
EVALUATION,django/django,django__django-15569,884b4c27f506b3c29d58509fc83a35c30ea10d94,2022-04-08T06:55:17Z
EVALUATION,django/django,django__django-15572,0b31e024873681e187b574fe1c4afe5e48aeeecf,2022-04-09T09:38:31Z
EVALUATION,django/django,django__django-15629,694cf458f16b8d340a3195244196980b2dec34fd,2022-04-23T21:58:24Z
EVALUATION,django/django,django__django-15695,647480166bfe7532e8c471fef0146e3a17e6c0c9,2022-05-16T07:58:51Z
EVALUATION,django/django,django__django-15731,93cedc82f29076c824d476354527af1150888e4f,2022-05-24T12:30:05Z
EVALUATION,django/django,django__django-15732,ce69e34bd646558bb44ea92cecfd98b345a0b3e0,2022-05-24T12:58:31Z
EVALUATION,django/django,django__django-15741,8c0886b068ba4e224dd78104b93c9638b860b398,2022-05-28T09:52:42Z
EVALUATION,django/django,django__django-15814,5eb6a2b33d70b9889e1cafa12594ad6f80773d3a,2022-07-03T19:10:56Z
EVALUATION,django/django,django__django-15851,b4817d20b9e55df30be0b1b2ca8c8bb6d61aab07,2022-07-18T01:36:33Z
EVALUATION,django/django,django__django-15863,37c5b8c07be104fd5288cd87f101e48cb7a40298,2022-07-20T12:58:04Z
EVALUATION,django/django,django__django-15916,88e67a54b7ed0210c11523a337b498aadb2f5187,2022-08-04T18:59:18Z
EVALUATION,django/django,django__django-15930,63884829acd207404f2a5c3cc1d6b4cd0a822b70,2022-08-07T15:26:41Z
EVALUATION,django/django,django__django-15957,f387d024fc75569d2a4a338bfda76cc2f328f627,2022-08-13T06:18:25Z
EVALUATION,django/django,django__django-15973,2480554dc4ada4ecf3f6a08e318735a2e50783f3,2022-08-19T18:10:02Z
EVALUATION,django/django,django__django-15987,7e6b537f5b92be152779fc492bb908d27fe7c52a,2022-08-23T10:07:03Z
EVALUATION,django/django,django__django-16032,0c3981eb5094419fe200eb46c71b5376a2266166,2022-09-06T09:54:57Z
EVALUATION,django/django,django__django-16082,bf47c719719d0e190a99fa2e7f959d5bbb7caf8a,2022-09-21T18:49:40Z
EVALUATION,django/django,django__django-16100,c6350d594c359151ee17b0c4f354bb44f28ff69e,2022-09-24T13:32:02Z
EVALUATION,django/django,django__django-16116,5d36a8266c7d5d1994d7a7eeb4016f80d9cb0401,2022-09-25T23:54:49Z
EVALUATION,django/django,django__django-16136,19e6efa50b603af325e7f62058364f278596758f,2022-09-29T11:47:50Z
EVALUATION,django/django,django__django-16139,d559cb02da30f74debbb1fc3a46de0df134d2d80,2022-09-30T08:51:16Z
EVALUATION,django/django,django__django-16145,93d4c9ea1de24eb391cb2b3561b6703fd46374df,2022-10-03T05:09:14Z
EVALUATION,django/django,django__django-16255,444b6da7cc229a58a2c476a52e45233001dc7073,2022-11-04T13:49:40Z
EVALUATION,django/django,django__django-16256,76e37513e22f4d9a01c7f15eee36fe44388e6670,2022-11-04T14:26:44Z
EVALUATION,django/django,django__django-16263,321ecb40f4da842926e1bc07e11df4aabe53ca4b,2022-11-06T07:38:18Z
EVALUATION,django/django,django__django-16315,7d5329852f19c6ae78c6f6f3d3e41835377bf295,2022-11-22T09:44:54Z
EVALUATION,django/django,django__django-16333,60a7bd89860e504c0c33b02c78edcac87f6d1b5a,2022-11-27T20:09:15Z
EVALUATION,django/django,django__django-16429,6c86495bcee22eac19d7fb040b2988b830707cbd,2023-01-05T11:41:37Z
EVALUATION,django/django,django__django-16454,1250483ebf73f7a82ff820b94092c63ce4238264,2023-01-15T09:23:24Z
EVALUATION,django/django,django__django-16485,39f83765e12b0e5d260b7939fc3fe281d879b279,2023-01-18T22:03:52Z
EVALUATION,django/django,django__django-16493,e3a4cee081cf60650b8824f0646383b79cb110e7,2023-01-20T18:29:25Z
